wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Gene,BPlabel
61,22.58422,0.3521,36.5218,54.4873,15.4088,194.016,0.0,0.0,0.0,0.745582581,0.991027964686515,6.70370701,-0.053857,7.66067,-0.203003,0.186236,-0.43,0.161413,0.356534,0.03563,0.061601,-0.07828,-0.250264,-0.189271,-0.192386,0.101855,-0.084531,0.064172,-0.057131,-0.211127,-0.280951,-0.136939,-0.206622,-0.409041,-0.256538,-0.153318,-0.244456,-0.229834,-0.097297,-0.106378,KDM1A,probable
958,5734.22375,-0.4264,8.90317,18.8204,9.31893,39.3658,0.0,0.0,0.0,0.571837127,0.999994424921105,3.35283215,-0.25922,6.14442,-6.643856,1.333922,-1.32,-0.159783,0.92318,-0.309414,0.913024,0.436661,0.359096,-0.246248,0.115847,1.375472,0.42655,-0.21957,-0.319592,-0.197821,-0.332839,0.491311,-0.107394,0.422886,-0.309551,0.879808,-0.563076,-0.062778,-0.125489,-0.421147,KDM6B,probable
30,16.89756,-0.2679,30.0638,41.5911,6.6673,32.6249,0.494209116,0.0,0.0,0.750652254,0.741705189487728,1.82330724,0.514639,9.12921,-1.007756,-0.583274,,0.794535,0.568973,0.809333,-1.921189,-0.888593,-0.364962,-0.27837,-0.99841,-6.643856,-1.916346,-0.574263,-3.870279,-0.322759,-0.686288,-0.563231,-6.643856,-6.643856,0.78972,-6.643856,-0.333063,-2.174816,-0.525437,0.757949,KLF2,possible
32,2694.09373,-0.194,0.0,0.0,0.0,0.177636,0.0,0.0,0.0,0.111908376,0.0170721058222492,1.98841355,2.18162,,,,0.97,,,,,,,1.359492,,,,2.483608,,,,,,,,,,,,,KRTAP10-2,least likely
88,50.28346,0.3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.0232742114105319,1.98717466,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,KRTAP20-1,least likely
101,160.69859,-0.2458,0.0,0.0,0.0,0.103706,0.0,0.0,0.0,0.123297259,0.532856911991667,1.98717466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRTAP6-3,least likely
170,370.17865,0.3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,0.0054708298616562,1.98841355,,,,,,,,,,,,-1.557141,,,,,,,,,,,,,,,,,KRTAP9-7,least likely
28,654.09994,-0.4081,1.71902,22.6126,22.6645,7.04122,0.0,0.0,0.957427108,0.485596061,2.59266073718312e-16,20.630263,0.288358,9.70862,-0.950694,0.824503,-1.85,-0.848178,-1.698627,0.308082,-1.353871,-1.137975,1.078351,0.97482,-0.390994,-0.503562,-0.317056,0.152302,-0.751096,0.206261,0.986989,1.164512,0.827545,-6.643856,0.957615,-1.290993,-0.325345,-0.304438,-1.270956,-3.638718,LDLR,most likely
27,1102.81114,-0.2385,,,,,0.0,0.0,0.0,0.132359073,0.0029253505668285,4.52859362,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,LILRA3,least likely
46,175.30019,-0.272,12.0341,21.7038,2.36997,31.1575,0.0,0.0,0.76088591,0.824708164,0.990896287164463,6.91609969,0.307696,8.84859,-0.41146,-0.395103,-0.82,-0.426636,0.153224,0.145536,0.253162,-0.677936,0.352137,0.146297,0.223568,-1.876212,-1.351423,0.187091,-0.155567,-0.130212,0.298609,0.307725,-0.111425,-0.44636,0.131393,0.643876,-0.193909,-0.217379,-0.546389,-0.241493,LIMK1,probable
111,4235.50177,0.62,22.7778,33.9098,13.1822,20.9682,0.0,0.0,0.0,0.75617367,0.835793558274592,1.98266541,0.090526,5.34838,-0.172037,-1.766303,0.33,-0.594413,0.201699,-0.182782,-1.00064,-0.581665,-0.689734,0.164858,-0.367601,-0.270984,-0.621979,0.103672,0.142784,-0.119614,0.325094,0.322068,0.199679,0.884712,0.185231,0.248858,-0.208089,0.309687,0.640084,0.372829,LRIG1,possible
27,526.27186,0.4889,12.1341,57.091,56.7679,22.1512,0.479453267,0.0,0.0,0.824708164,1.0,14.83915576,0.173612,5.01037,-0.297001,1.148515,-7.28,0.40445,0.104915,0.14933,0.239582,0.313315,-0.227889,0.228106,-0.127074,0.582238,0.721464,-0.125147,0.110314,-0.087085,-0.789566,0.222521,0.097706,0.823708,-0.120287,-0.567891,-0.273434,-0.078513,-0.189293,0.534554,LRP1,possible
6437,7952.87694,0.6727,200.526,36.3082,14.8307,68.1228,0.0,0.0,0.0,0.273053437,0.99884872439436,9.68123578,0.087237,8.1777,-0.148924,-0.121075,0.41,0.134197,-0.077601,-0.251947,-0.382101,0.529249,-0.193062,0.026058,0.110142,-0.829124,0.169926,0.036544,-0.43896,0.040021,0.062114,0.263306,0.047149,-0.461728,-0.1916,-0.150727,-0.061515,0.197664,-0.149743,-0.647781,MAP4,probable
51,121.12067,0.5027,4.9673,16.7776,3.95268,37.4156,0.477882401,0.0,0.0,0.654942453,0.232913565027181,4.52819492,-0.075774,7.00851,-3.170901,0.650287,-1.31,0.308306,-0.935402,-0.311009,-0.10699,-0.37767,-0.301772,-0.08437,-0.278208,-0.594468,-0.263008,0.068588,0.230875,-0.069488,-0.354522,-0.403882,0.536133,0.944049,-0.16907,0.173184,0.056327,-0.374057,0.525272,-0.403505,MAPK7,probable
862,48.85088,-0.5253,26.966,20.8527,10.9226,36.5321,0.465944823,0.0,0.0,0.824708164,0.999736598475665,6.61160851,0.047851,9.08457,0.050338,0.245075,-0.71,0.22493,0.119648,0.086098,-0.105916,-0.058878,0.297687,-0.064087,0.080072,-0.273504,0.66597,-0.046027,0.066749,0.036844,-0.060947,0.300661,-0.054194,0.351831,0.359928,-0.175142,0.254823,0.056576,0.245359,0.296171,MAPKAP1,probable
325,4302.22642,0.4471,52.2916,4.77708,0.261872,7.67509,0.0,0.0,0.0,0.565020561,4.68264962282433e-05,27.47563542,2.629564,5.9453,-0.239556,0.281428,2.18,0.613078,0.011969,0.027703,0.293086,0.141992,0.631828,0.253197,-0.092828,0.156923,-0.084733,0.502764,-0.093072,-0.309037,0.381216,-0.263454,-0.091802,0.245581,1.127313,-0.95183,0.444221,1.056674,0.429013,0.113376,MAPT,probable
566,165.21581,-0.3328,0.943105,1.30854,0.374254,2.59449,0.387689527,0.0,0.0,0.519672751,0.999852333253027,4.90212349,-0.161641,8.19541,0.046666,-0.094017,-2.12,-0.445281,-0.233124,-0.163979,-0.097346,-0.270586,-0.470867,0.195872,-0.387525,-0.228937,-0.493917,-0.125313,-0.113123,0.044902,0.191435,-0.224144,0.60519,-0.098048,0.213697,0.37486,-0.28135,-0.07839,-0.353569,-0.192634,MBD5,possible
34,40.92143,-0.3182,110.208,197.911,108.978,89.6183,0.0,0.0,0.0,0.700975537,0.950092967336216,9.69401325,0.124529,10.8637,0.459815,0.181798,-0.18,0.126681,0.996064,-0.234463,-1.147132,1.03466,-0.10957,-0.322887,0.856677,0.679871,0.859064,-0.251454,0.126064,0.213551,-0.285694,0.741087,-0.558258,0.335676,-0.528659,1.239065,0.411968,0.458519,-0.570941,-1.243154,MCL1,probable
1167,4.23961,0.6824,1.85838,73.0428,1.80633,16.9054,0.0,0.0,0.0,0.767147124,0.0224327842650619,2.93755893,-0.872204,5.35738,-0.2756,0.374384,0.06,-0.355907,2.147106,-0.24126,-0.353537,0.753537,-1.396435,-0.55888,-1.428582,2.247655,-0.929656,-0.302613,0.711273,-0.274863,-0.28397,0.259272,0.864383,0.449443,-0.47361,-0.361887,-0.390708,-0.43461,-0.432892,0.612076,MDK,probable
517,1129.59722,0.5096,1.51415,5.9538,0.407267,2.62707,0.494209116,0.0,0.0,0.682115436,0.999085313439389,4.28735771,-0.218952,7.48035,-0.501773,-0.597958,-0.99,0.234466,-1.567747,0.716098,-0.308388,0.396087,-0.019516,-0.128765,-1.086775,-0.888108,-0.415953,0.129784,-0.571167,-0.502616,-0.117159,-0.409575,-0.477393,0.912747,0.720837,-2.074609,-0.22458,-0.352497,-0.350262,0.651685,MECOM,possible
50,3.53068,-0.6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGC10955,least likely
45,1715.16552,-0.3807,23.4905,13.8581,9.20037,44.4973,0.0,0.0,0.0,0.650545239,0.739578311354265,8.26567547,-0.185072,5.06581,-0.238037,0.213402,0.51,-0.150207,-0.5526,0.100667,-0.40296,0.122433,0.064253,0.097822,-0.293483,-0.326277,-0.502728,0.103907,0.465567,0.105931,0.084428,0.217646,-0.587856,0.181497,-0.426258,0.13187,-0.220667,0.096729,-0.982774,0.08627,MLH1,probable
567,58.09904,0.476,1.1449,6.88335,0.31003,1.56152,0.0,0.0,0.0,0.824708164,0.99559104959863,4.66879313,0.164661,7.7212,0.180908,-0.162774,-0.36,0.375052,-0.366094,-0.072612,-0.471639,0.101034,-0.30702,-0.122029,-0.131524,0.409295,0.477334,-0.316581,-0.125242,-0.187395,0.104274,-0.383411,-0.609911,0.199707,0.113846,-0.552678,0.145767,-0.222744,0.166042,0.249344,MLLT3,possible
1040,140.44703,-0.3382,7.75724,5.13685,5.8127,0.921413,0.0,0.0,0.0,0.743839204,2.19309064304115e-08,12.90950108,-0.370766,7.7129,3.049092,-1.262046,-0.69,-0.527435,1.139613,1.501415,-0.96691,-1.58335,-1.577754,-1.001101,-2.521319,2.604638,0.597821,0.894909,-1.021921,0.239832,-0.387869,2.596461,1.763048,-6.643856,2.400864,3.583589,1.48714,-2.451486,-0.967734,-1.462193,MME,most likely
712,264.93653,-0.2642,0.07284,0.163195,0.0398599,1.47414,0.395367293,0.0,0.894080968,0.597733259,1.43928006099179e-06,5.8717989,0.340193,5.14396,0.494813,-2.902393,-0.53,0.693023,0.963799,-6.643856,-6.643856,0.588055,-1.854367,0.927783,-6.643856,0.712517,2.260224,0.309384,-6.643856,0.400915,-0.347881,-2.291203,-6.643856,-6.643856,-0.480913,-1.116142,-0.577057,0.489917,0.694749,1.019393,MPL,probable
1,4524.99996,,6.68766,5.89974,4.96152,15.5602,0.0,0.0,0.0,0.37917918,2.45515809266206e-07,1.99733796,-0.171064,10.5996,-0.148093,0.327622,0.09,-0.43609,0.13133,0.193752,0.146904,0.258432,0.235502,0.316355,0.158351,0.334546,0.174692,0.284654,0.370161,0.6769,-0.177092,0.19458,0.290405,-0.246921,0.251071,0.440363,0.752401,0.656567,0.267981,0.19814,MTHFR,probable
21,324.5184,-0.1934,0.0,0.0,0.0,0.658488,0.0,0.0,0.0,0.501750886,0.0087027298559947,1.74820254,1.221937,,,,-0.02,,,,1.325339,-0.741099,,,-6.643856,,,,,,,,,,,,,,,,MTNR1B,probable
58,1618.50988,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.99932516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTRNR2L5,least likely
57,4.81382,-0.4319,0.0994988,0.0387833,0.101044,0.131827,0.0,0.0,0.0,,,1.9940426,-6.643856,,-1.624757,1.678502,,-2.300753,0.486325,-6.643856,-0.506397,-0.975824,-1.749891,0.617308,-2.047434,1.285498,-0.833125,-0.778058,0.781503,,,-1.824583,0.71421,-6.643856,0.734345,,-0.764722,-0.596081,,1.311345,MTRNR2L6,least likely
128,2033.84967,-0.446,21.9162,109.256,4.7685,145.507,0.787925159,0.0,0.957427108,0.747131348,0.998956488496709,4.89364881,0.419062,8.75916,0.557782,0.443705,-3.1,-1.198133,-6.643856,0.837424,2.504231,0.785708,-0.760845,0.554955,0.493015,2.191457,-6.643856,-1.041074,1.861094,0.397656,-0.320994,1.578767,0.799985,-6.643856,-0.4752,-0.647656,-0.205063,-0.191223,0.434533,1.001971,MYH11,possible
1,5098.77916,,53.3219,0.522159,0.169688,0.428808,0.558572271,0.0,0.0,0.495365709,1.2759857611529501e-17,7.02337534,0.569691,,-0.871616,2.857863,-2.78,-1.361328,3.886898,-6.643856,-3.514571,-1.187743,-2.005174,2.53066,3.899291,2.56338,3.850186,-0.615453,0.916372,-6.643856,4.347351,-3.027044,3.631763,1.221026,-3.867948,2.061115,-1.449784,0.689385,-6.643856,2.646099,MYH6,probable
1,108.56923,,3692.76,2.50342,0.496362,2.69373,0.0,0.0,0.957427108,0.631864309,0.000145766291646,5.87436508,0.68629,,1.925277,-3.551964,-3.64,-1.679688,-2.147331,-3.501442,2.030914,-1.017961,2.292077,-6.643856,-1.239239,1.907736,0.922948,-0.784233,1.952086,-0.744555,-6.643856,2.646038,1.560675,-6.643856,-5.225998,2.306117,3.26633,2.13803,-6.643856,1.297812,MYH7,probable
31,2287.01575,-0.178,9.4704,0.755169,0.619648,32.7457,0.0,0.0,0.0,0.781591654,1.33080887914663e-23,2.98610432,-0.619784,,0.217516,0.554481,-0.89,1.166587,0.13647,0.282336,-1.420254,-1.134933,0.275147,0.282311,-0.893814,-1.237183,-0.720489,0.207624,0.478733,0.329433,0.35716,-1.125092,0.459113,-4.154105,0.323693,0.292815,0.272834,0.329498,0.410896,-0.172476,MYH7B,probable
40,547.26349,-0.3687,6.37271,24.7579,11.9914,81.3088,0.0,0.0,0.0,0.792072892,0.999998877096737,7.54165982,0.213072,8.80628,0.089097,0.751274,-0.86,-0.126438,-0.116954,0.132118,-0.136537,1.655208,-0.072421,0.284872,0.355622,0.250038,0.104458,-0.063813,0.189583,0.073476,-0.104933,-0.130361,-0.551037,0.287391,-0.13331,0.168299,0.199761,-0.076091,-0.104707,-0.273729,MYO9B,most likely
784,3780.70014,0.5874,0.0,0.0,0.0,1.51697,0.0,0.0,0.0,0.111908376,0.0874538512080049,0.0,-0.45408,,-1.316768,-0.969612,,,,,,,,,-0.849496,,,,,,0.474997,,,,,,,,2.475969,0.749802,NBPF6,least likely
37,11.36697,-0.4375,59.7012,45.3135,39.1901,79.8628,0.0,0.0,0.0,0.432313383,0.339536516355874,2.00140612,-0.070755,12.1361,-0.382038,0.591534,0.19,0.098493,-0.52645,-0.142222,0.098421,-0.827,-0.072886,-0.280827,-0.156832,-0.349125,-0.11393,0.041183,-0.407895,-0.05777,0.065333,-0.127647,-1.397755,-0.601302,-0.061276,-0.149274,0.277776,-0.059196,0.100095,-0.140434,NDUFA2,probable
256,27.09868,-0.4045,78.5766,38.2217,28.5577,48.6447,0.0,0.0,0.0,0.320700407,0.0471370341289045,5.62602042,0.208699,7.38494,-0.083492,-0.149265,-0.16,-0.283594,-0.153536,-0.200274,-0.255437,0.091973,-0.198144,-0.170293,0.101539,-0.213632,0.192014,-0.112039,0.095068,-0.156065,0.264992,0.274033,0.134641,0.35803,0.040527,-0.242775,-0.324372,-0.167397,-0.218433,0.367209,NDUFS3,probable
102,42.02222,0.3845,8.13512,13.5728,2.45612,4.1627,0.899703515,0.0,0.0,0.824708164,0.999966646256687,7.68047773,-0.236368,8.55226,0.603323,0.094777,-1.2,0.299071,-0.140762,0.32375,-0.231159,-0.653373,0.193909,-0.395808,0.234176,0.299155,-0.476871,-0.326687,-0.187398,0.100678,0.319353,0.351201,-0.226981,0.656607,0.305296,1.982056,-0.267358,0.335218,-1.146556,0.109284,NEDD4L,most likely
656,133.06333,-0.5093,0.0,0.0,0.0,1.11565,0.0,0.0,0.0,0.444330692,0.140552618676384,0.0,0.462439,,-4.649904,,0.88,,,,,,,,,,,,,,,,,,,,,,,,NEUROD4,least likely
26,27.87219,-0.3825,88.6113,164.329,100.576,60.6634,0.0,0.0,0.0,0.782960892,0.97935202641697,5.42051031,-0.119141,13.7026,-0.658384,1.267778,-0.27,-0.844284,-0.567547,0.209217,-2.291346,-0.195145,0.224891,-0.485826,1.692871,-0.673243,1.450146,0.287396,-1.903845,0.409568,-0.936904,0.83524,0.238173,0.478999,0.437909,0.80936,0.976169,0.213295,0.82565,1.049288,NFKBIA,possible
32,363.12652,0.2836,1.81251,5.06759,1.8293,13.1943,0.882196062,0.0,0.957427108,0.636561334,2.21161070571318e-05,9.79939448,0.46935,11.9665,-1.260198,0.359484,-1.1,-2.169007,-0.508269,-6.643856,1.577293,0.308106,-0.971972,0.183297,1.244803,-0.659923,0.389723,0.160076,-0.392432,0.537158,-1.153188,-2.232726,0.367974,0.733001,0.321889,-1.889731,-0.587228,-0.582323,1.495106,1.456891,NOS3,probable
30,1985.01297,-0.1343,19.1702,34.3175,1.81331,7.97752,0.570354007,0.0,0.957427108,0.715312243,0.207712384985181,8.93466965,0.158828,7.39595,-0.512734,-1.015267,-1.29,0.870304,0.667423,1.537555,-1.781676,0.194994,-0.265719,0.066464,-3.398124,0.824046,-3.079616,-0.08587,0.408286,-0.154984,0.40511,-1.711213,0.926136,-1.857505,-0.714673,-6.643856,-0.505161,-0.439169,0.440877,0.302118,NOTCH3,possible
426,4975.85094,-0.2953,7.99457,8.05688,4.15885,8.02007,0.0,0.0,0.0,0.594703972,1.19532150508521e-10,8.84950791,-0.23811,8.81007,-1.653635,-0.353274,0.15,-0.458301,-0.339944,-0.390562,-0.362467,-0.323457,-0.366766,-0.526896,-0.311111,-0.379233,-0.359242,-0.458144,-0.348675,-0.398339,-0.504179,-0.407732,-0.330088,-0.802031,-0.327847,-0.351285,-0.384388,-0.41023,-0.527642,-0.41033,NOTCH4,possible
17,5273.56078,-0.4671,0.51124,2.52552,0.0361118,0.305436,0.543648904,0.0,0.0,0.593016148,8.15748090375783e-07,10.79073801,0.406413,8.34296,1.041173,-2.842772,0.11,0.435483,-0.515386,0.427018,-0.556554,0.655277,-0.329568,-0.760359,-1.927721,0.763853,1.018405,-6.643856,,0.836103,-0.561835,0.972362,,0.758282,1.317968,1.246044,-1.215415,0.569382,1.44078,-0.784144,NOX4,possible
52,203.86765,0.3503,0.555499,1.22951,1.09652,4.39466,0.0,0.0,0.0,,,1.99992573,-0.41726,,-0.434672,-0.66208,,-1.21955,-0.833684,-1.551028,-2.906775,-2.203914,1.168516,0.35045,1.862405,1.276043,2.166558,1.022775,-1.143965,-0.338257,0.84224,-6.643856,-0.748852,-6.643856,-0.588515,1.037106,-1.867551,1.602404,-1.589057,-2.390968,NPIPB11,least likely
49,3116.98407,0.6017,1.48195,7.52875,0.928861,3.70496,0.0,0.0,0.0,0.267443687,7.28477742725992e-06,5.89036917,0.245385,11.7637,-0.186739,0.89907,1.8,-2.357599,0.39097,0.501038,2.874723,0.949638,-0.251768,-0.189028,-1.181898,1.250039,-0.311825,-0.283047,1.000918,-0.311955,0.638513,-6.643856,0.594974,-0.960397,1.39967,-1.009247,0.709526,-0.466963,0.493502,-6.643856,NPNT,possible
1,1308.42229,,2.34266,1.96328,1.3644,13.3073,0.89609491,0.0,0.0,0.244530007,0.0169316348826086,6.90823393,-0.63349,5.91911,0.942052,-1.084478,0.86,0.863291,-1.269725,-6.643856,-6.643856,1.835287,1.367762,-3.054647,1.839546,2.500576,2.088431,-0.500112,-6.643856,-0.370679,-3.829076,-5.62795,1.854744,-6.643856,1.533799,1.076835,-6.496637,-0.492173,-6.643856,3.999174,NPPA,most likely
1,41.12591,,0.226661,0.149231,0.114646,0.583287,0.0,0.0,0.0,0.181705475,0.0003800604577127,2.83811816,0.862352,,1.589317,4.119858,0.53,-1.071107,4.444428,2.362735,3.605036,-6.643856,2.419007,-2.739802,-0.910585,-1.114734,-6.643856,1.778627,-6.643856,-6.643856,-6.643856,1.652688,-1.243633,1.78086,0.605697,2.224872,1.205525,0.72146,1.052476,-1.162695,NPPB,most likely
45,1510.90255,0.2257,3.65615,6.50295,2.39363,3.86741,0.932800606,0.0,0.0,0.711480618,0.0001725085438401,3.98295932,-0.965333,9.21449,-0.831173,-1.143909,-0.24,1.289856,-3.297636,0.414498,0.356448,-3.136595,0.198776,0.364147,0.620439,0.750951,0.626286,0.115526,0.664435,-0.207844,0.488045,0.585607,0.88978,-6.098299,0.304945,-1.446152,0.219077,-1.081741,-4.146116,1.192055,NPR1,most likely
39,1772.52944,0.5137,1.09376,0.602988,1.30813,0.99814,0.853179975,0.0,0.0,0.622939706,0.0030992626683759,3.99033126,0.625101,5.14932,-0.969004,1.34619,0.0,1.336717,0.752273,-0.808762,-3.188409,-2.199485,1.766588,-1.173395,0.580967,-6.643856,0.731934,-0.39989,,0.963532,0.539048,-6.643856,,,0.905917,1.046218,-0.437907,0.677293,-3.043321,-2.309278,NPR3,most likely
305,3330.11414,-0.3613,7.18622,16.6703,0.755957,4.84516,0.0,0.0,0.0,0.575230479,4.5240469921566395e-11,3.8377306,0.923181,9.18741,0.483902,-1.885295,0.55,1.279495,-0.330841,-0.277353,0.456441,-0.459971,1.469183,-1.728548,-0.354878,0.685037,0.307503,0.913842,-0.755289,-0.894687,-1.846926,2.087151,-0.594033,0.544708,-2.26272,-1.990382,-0.651242,-1.12814,1.318722,-0.307838,NQO1,probable
257,7029.68062,-0.4635,0.00635429,1.25714,1.00514,2.34743,0.545722407,0.0,0.0,0.653915465,0.947798761974756,10.93726445,0.263466,2.34247,1.079734,1.800017,1.07,0.385956,-0.260417,0.863147,0.362507,-6.643856,-2.148263,0.226286,0.940848,0.616954,-0.317685,0.277393,0.333993,0.789501,-0.678582,-1.251782,-0.293837,-1.399173,0.662445,0.91665,2.293634,0.4261,-2.849754,1.079551,NRG1,probable
74,1330.90849,-0.1726,15.0284,7.4931,5.17312,7.69615,0.0,0.0,0.0,0.762403488,0.991172158226933,4.62651381,-0.08575,8.99251,-6.643856,0.52901,1.39,-0.357275,0.186033,-0.608247,0.421318,0.844544,0.10959,-0.146787,0.376891,0.244055,0.184816,0.282021,-0.16504,-0.061723,-0.374156,-0.855578,-0.140319,-0.763526,0.467093,0.545297,0.391721,-0.308622,0.547257,-0.317365,NRIP1,probable
80,602.61593,-0.3719,26.9339,48.4347,7.49669,44.0492,0.0,0.0,0.0,0.638582647,0.0521978626707803,0.0,0.236134,6.06612,-0.138003,-0.122587,-0.2,0.135841,0.352861,-0.218985,0.237405,0.134928,0.067781,0.090736,-0.122325,0.362767,-0.481314,-0.242165,-0.154496,-0.104149,0.215041,0.220585,-0.170435,-0.332291,-0.089669,0.083028,0.12705,0.061222,-0.102677,-0.151769,NT5C2,probable
650,4347.97507,-0.2948,3.15414,26.8739,6.78081,29.5574,0.431381082,0.0,0.0,0.229989916,8.58987882667095e-08,7.6323214,0.261585,9.74534,-0.149455,-0.294448,-0.29,-2.929159,-0.141128,-0.182653,-0.567546,-0.133136,-0.225933,-0.386835,-0.111156,-0.186566,0.679538,-0.221605,-0.153487,-0.126892,0.328431,0.23034,-0.137365,-0.62933,-0.908542,0.329114,0.180952,-0.178976,-0.221173,0.346204,NUCB2,probable
71,8.43166,-0.3434,0.563099,2.0679,0.524384,1.47809,0.0,0.0,0.0,0.146139458,0.0173290392628945,,-0.172195,3.27181,0.395168,0.197492,,0.888654,2.092867,0.610929,2.507319,-6.643856,-1.340289,-0.306043,-6.643856,1.280613,2.591148,0.759605,-2.213068,-0.20721,0.697258,-6.643856,-6.643856,-6.643856,0.856752,1.271227,-1.03106,-0.174096,-1.966932,-3.177679,OCLM,least likely
19,2304.1461,0.2505,0.0,0.0,0.0,2.53345,0.0,0.0,0.0,0.45271197,4.20778097354752e-05,14.75014718,-0.273767,4.52197,,,1.91,,1.975853,0.62231,2.437465,-0.428619,,,,,-1.263687,,0.575337,,,,0.428929,,,,,,,,OPRM1,probable
998,1919.79326,-0.5045,0.0,0.0,0.0,0.0283906,0.0,0.0,0.0,0.111908376,0.007138451734189,0.0,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,OR10G9,least likely
19,1835.21965,-0.2854,0.0,0.0,0.0,16.648,0.0,0.0,0.0,0.170125708,1.59229720392064e-08,1.74820254,-1.298345,7.38045,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,OR10J1,least likely
110,10099.65241,-0.4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146139458,0.0443756510558884,0.0,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,OR10R2,least likely
1,2713.21922,,0.0,0.0,0.0,0.0654694,0.0,0.0,0.0,0.25535503,0.712159402893277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR1D5,least likely
95,118.03568,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.0152833137797469,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR2AJ1,least likely
19,650.65007,-0.1345,0.0,0.0,0.0,2.02284,0.0,0.0,0.0,0.111908376,0.0018677481690358,0.0,1.757778,,-1.645387,,1.02,,-1.131168,1.237485,-3.882985,0.936742,,,-1.435877,-1.17601,-1.255153,,1.869913,,,-1.446545,1.536663,-1.346901,,,,,,-1.618445,OR2L2,least likely
178,2290.45899,0.5922,0.0,0.0,0.0,0.110064,0.0,0.0,0.0,0.111908376,6.39176609224206e-05,0.0,1.50076,,1.820064,,1.13,,-1.415524,,-1.356352,,,,,-1.197517,,,2.479967,,,,2.245331,-1.796984,,,,,,,OR2L3,least likely
46,239.02977,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146139458,6.75517891131211e-05,0.0,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,OR4K13,least likely
53,2179.08089,0.3499,0.14338,0.633091,0.134019,0.958143,0.0,0.0,0.0,0.146139458,3.29464855948091e-05,1.98266541,1.005624,,1.911544,2.977778,1.73,1.654691,-0.75785,1.528439,-6.643856,1.481971,1.406436,1.500954,1.71889,2.179395,3.027852,1.172628,,1.197364,1.34553,-6.643856,,-6.643856,1.71513,1.837997,1.963201,1.560966,-0.652785,-0.862707,OR52N4,least likely
272,4882.5213,-0.3774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,0.0019205307954207,1.98266541,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,OR5K3,least likely
187,4489.11023,-0.3416,0.0,0.0,0.0,0.0910709,0.0,0.0,0.0,0.111908376,9.27165287016062e-07,1.98266541,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,OR5K4,least likely
92,2006.35393,-0.4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144167379,0.0179818972231652,0.0,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,OR6Y1,least likely
49,151.61085,0.595,5.89165,14.9237,1.43059,3.14931,0.0,0.0,0.0,0.563471615,0.181605380199765,6.67916052,0.29172,6.59827,0.248127,0.209094,-0.84,0.148463,0.139399,0.083035,-0.226671,0.164075,0.114352,0.111636,-0.212112,0.479519,-0.279879,0.13797,0.124949,-0.286897,0.227781,0.038629,0.303673,-0.176935,0.151324,0.510321,-0.36819,-0.098266,0.146706,0.139261,OSBPL7,possible
